x1,x2,x3
3.919154032918018,-0.5299454962900985,0
6.042271454095107,0.010996077920863032,1
1.0008006237214142,-0.5155572255977494,1
3.1163280084228786,-0.41414860478171506,0
2.027291235719791,0.2819394395461965,1
1.6463701633815846,-0.25240748471739083,0
2.3038214796436964,-0.4477980821498206,0
3.418925089301334,0.46192627845527534,1
3.7773723196146896,0.4949357732283803,1
4.771717138023499,0.47994480966997916,1
3.9343616008230637,0.5076053394680887,1
5.796536502777316,0.056973148266828026,1
2.431165748120622,0.4160550217678738,1
7.146822054736618,-0.5603018233079188,1
1.1917131523854831,-0.18412206243309573,1
5.693272571248816,0.18527546097748765,1
3.9211336165698887,0.4630174426148037,1
4.910828799120262,-0.5911560952598262,0
1.9827085701666363,0.25874345660235337,1
2.3867104235941516,-0.5233834700468853,0
6.605211980728757,-0.26911040852787194,1
7.777831030035783,-0.5098574561337273,1
3.1939692471147,0.4010019311331191,1
5.846258309685199,-0.03755551652274747,1
7.134724066072268,-0.2515507692519093,0
7.262246644526932,-0.4709627604886234,1
1.5953094795884453,0.02675508749055966,1
1.2733834826301766,-0.017016543305468243,1
2.188812936951982,-0.39438376111185647,0
7.146997524005892,-0.44982890598570197,1
1.6884278368313508,0.42040565022530146,1
3.947753375035365,0.29243558331820385,1
7.7052267110535135,-0.21858352297089279,0
4.7321569948111195,-0.5052642642932135,0
5.843139797653313,0.22151781008802085,1
3.2086094170424406,0.4001267459089586,1
5.805506493771086,-0.4302923774674099,0
6.84237970328161,-0.11725378137146086,0
1.1280179414093428,-0.17282928761415245,1
6.251010204614772,-0.37330343058439563,0
7.922027622345463,-0.8852844072977094,1
6.237159580658876,-0.17951780876657092,0
2.963107944450836,0.3958501231970817,1
6.524955299160419,-0.3436055715038718,0
1.7225820460434942,0.2240871791077274,1
4.135254683231336,-0.6021001105147881,0
7.360168521651669,-0.19811853396033158,0
3.0552990386157566,-0.400696311263277,0
3.0144273701044413,-0.6538823562812532,0
1.9102000048279437,-0.3231460097291554,0
1.1355687050920795,-0.3419599911166568,0
5.751848730579237,-0.5134538593800496,0
2.4813968120004133,-0.42174359623205315,0
2.8588266156055835,-0.4568192335632014,0
4.441012114962368,0.3042161867745732,1
1.3735378158195628,0.0784541503844545,1
5.018823238444091,0.17337837228061037,1
2.027100024340671,-0.3614755728256828,0
5.12513875832299,-0.3580939626315374,0
5.898308520146518,0.04400318509319023,1
1.7163410017947809,0.15716229830113543,1
3.8983919147369783,-0.48348341978024933,0
5.860801104094215,-0.048287321374594364,1
3.8992548866883183,-0.4603246293271127,0
1.34967421262261,-0.023270329055704732,1
4.751274841408581,0.2873280294584968,1
5.646562516538522,0.07665302702874102,1
4.60422378440816,0.34769319073460303,1
7.612163291935693,-0.48900217761802695,1
5.105885283513951,-0.5246154796078483,0
7.323813407015185,-0.49569905295188416,0
1.9623229290236628,0.2963729196404822,1
1.9749344307553098,-0.48626979706812423,0
6.651739020966667,-0.32303833382188457,1
3.783737858898735,0.441045404901643,1
2.1574793798185294,-0.46484154704733194,0
7.492560062772237,-0.43316659500457594,1
3.434361018218546,-0.4567969817616979,0
6.255684721953089,-0.17067387336561446,1
6.08198589745316,-0.4416080172287681,0
7.1831426384406685,-0.32439375547093174,0
5.365705449389262,-0.4026214545320179,0
6.2565970381913605,-0.6406963800228,0
3.4422883938448976,0.5626196374862743,1
2.8894952423551823,0.433433567403806,1
7.271203527372468,-0.302082654986268,0
3.9966383290990644,0.552410579671696,1
7.753880330038699,-0.13541956193042695,0
5.644090484729136,-0.3312512072826588,0
5.351870041463853,-0.49023834520756726,0
1.8032218106736262,0.33640897921326357,1
7.646424810949498,-0.20174845912902362,0
4.149384934359584,0.40872183790194366,1
5.048727300709922,-0.3683764956150769,0
