x1,x2,x3
8.969131498906158,-0.16752717554214241,cat2
1.8945939180128626,0.12533589388676314,cat1
5.248378836697777,0.2520432461492128,cat1
7.508212635880002,-0.3046902828470768,cat2
4.010353469255185,-0.27003148016996253,cat2
4.566196210197802,0.20808113905454587,cat1
7.007220477316533,-0.41438535799591797,cat1
1.786771031587362,-0.3201309179090076,cat2
3.884210439971687,0.37258161947540946,cat1
5.509650042291646,-0.4668832320521759,cat2
2.90868476754067,0.5370495589726159,cat1
8.107073844018897,0.6699665396181733,cat3
7.126807938319515,-0.12722448499419192,cat2
7.246938482617551,0.550169267318484,cat3
5.1839046001098295,0.2747235516083376,cat1
8.41811311275579,0.6035467667509995,cat3
8.492936184491896,-0.1221874052637862,cat2
8.026280464452979,0.6286274865804223,cat3
5.355345288025901,0.09742475347845564,cat1
7.690418219083233,-0.5097345553412894,cat1
8.126225460922699,0.6450116073398324,cat3
7.208649098935181,-0.540140875314426,cat1
5.570031816339339,-0.49202965282769817,cat2
7.980573610422414,0.49725698399641644,cat3
7.833543197019724,0.7094929463167354,cat3
5.97773309051147,-0.21109107997067245,cat1
2.651839673501053,-0.39647587651331373,cat2
6.531907388431758,-0.2554386814213427,cat2
8.52120856663967,0.5881296542127564,cat3
3.105976471201516,0.44874959267165326,cat1
8.931906090011779,0.7397502083403888,cat3
2.883982090399309,-0.6011595903947065,cat2
6.388533583808256,-0.17216026091003384,cat2
8.026561597447557,0.005422466240935314,cat2
7.645620553924542,-0.17514386371057092,cat2
7.970209504192477,0.47566611711100976,cat3
1.568999836182706,-0.4486079959522974,cat2
7.092738495032041,-0.11402274723083097,cat2
3.278666976946454,0.4070728764060765,cat1
3.1744244199729703,0.48919061311019335,cat1
1.0160024048674536,-0.3632281296972699,cat2
1.7883120851244243,0.31999413060542303,cat1
2.084776379138825,0.27239398956263,cat1
2.2748816498335724,-0.47461832612589383,cat2
8.392302151236258,0.7244683694592123,cat3
7.513086517790562,-0.06701962647288223,cat2
7.49838492294758,-0.5416999357795533,cat1
8.186408676946236,0.5343525660484558,cat3
7.699411913716679,0.3996171298590817,cat3
6.669684063560107,-0.3746311829416957,cat2
4.9066729449635895,-0.36833327482334305,cat2
1.398740465076168,-0.2209089241884516,cat2
1.6434514717563768,0.20271513460501103,cat1
